
[Name]
LineMerici

[Data]
X [ m ], Y [ m ], Z [ m ], Pvc.Velocity [ m s^-1 ], Pvc.Volume Fraction, Pvp.Velocity [ m s^-1 ], User Defined Memory 0, Y [ m ]
1.09999999e-001, 1.69045374e-001, 0.00000000e+000, 7.67356753e-002, 4.92178723e-002, 6.89204559e-002, 1.28807335e+001, 1.69045374e-001
1.09999999e-001, 1.70502663e-001, 0.00000000e+000, 7.58185387e-002, 4.91074361e-002, 6.80644214e-002, 1.28607035e+001, 1.70502663e-001
1.09999999e-001, 1.71959952e-001, 0.00000000e+000, 7.45309219e-002, 4.89442572e-002, 6.68793768e-002, 1.27987976e+001, 1.71959952e-001
1.09999999e-001, 1.73417240e-001, 0.00000000e+000, 7.32299313e-002, 4.87790033e-002, 6.56817183e-002, 1.27352686e+001, 1.73417240e-001
1.09999999e-001, 1.74874529e-001, 0.00000000e+000, 7.19302818e-002, 4.86137532e-002, 6.44843802e-002, 1.26717405e+001, 1.74874529e-001
1.09999999e-001, 1.76331818e-001, 0.00000000e+000, 7.06870481e-002, 4.83964644e-002, 6.32628947e-002, 1.25774584e+001, 1.76331818e-001
1.09999999e-001, 1.77789107e-001, 0.00000000e+000, 6.94544539e-002, 4.81750481e-002, 6.20414838e-002, 1.24807472e+001, 1.77789107e-001
1.09999999e-001, 1.79246396e-001, 0.00000000e+000, 6.82286769e-002, 4.79536392e-002, 6.08222783e-002, 1.23840380e+001, 1.79246396e-001
1.09999999e-001, 1.80703685e-001, 0.00000000e+000, 6.71861097e-002, 4.76807505e-002, 5.96732199e-002, 1.22642126e+001, 1.80703685e-001
1.09999999e-001, 1.82160974e-001, 0.00000000e+000, 6.61784858e-002, 4.74015698e-002, 5.85376248e-002, 1.21415653e+001, 1.82160974e-001
1.09999999e-001, 1.83618262e-001, 0.00000000e+000, 6.51852563e-002, 4.71223816e-002, 5.74076772e-002, 1.20189190e+001, 1.83618262e-001
1.09999999e-001, 1.85075551e-001, 0.00000000e+000, 6.42184094e-002, 4.67806794e-002, 5.62448576e-002, 1.18695650e+001, 1.85075551e-001
1.09999999e-001, 1.86532840e-001, 0.00000000e+000, 6.32673129e-002, 4.64284122e-002, 5.50805330e-002, 1.17157001e+001, 1.86532840e-001
1.09999999e-001, 1.87990129e-001, 0.00000000e+000, 6.23305440e-002, 4.60761450e-002, 5.39215021e-002, 1.15618353e+001, 1.87990129e-001
1.09999999e-001, 1.89447418e-001, 0.00000000e+000, 6.12812117e-002, 4.56477478e-002, 5.26420958e-002, 1.13835201e+001, 1.89447418e-001
1.09999999e-001, 1.90904707e-001, 0.00000000e+000, 6.02136813e-002, 4.52026203e-002, 5.13376482e-002, 1.11998339e+001, 1.90904707e-001
1.09999999e-001, 1.92361996e-001, 0.00000000e+000, 5.91559149e-002, 4.47574891e-002, 5.00356928e-002, 1.10161467e+001, 1.92361996e-001
1.09999999e-001, 1.93819284e-001, 0.00000000e+000, 5.81014156e-002, 4.42323424e-002, 4.87183258e-002, 1.08332605e+001, 1.93819284e-001
1.09999999e-001, 1.95276573e-001, 0.00000000e+000, 5.70540763e-002, 4.36851755e-002, 4.73980680e-002, 1.06505938e+001, 1.95276573e-001
1.09999999e-001, 1.96733862e-001, 0.00000000e+000, 5.60161211e-002, 4.31380123e-002, 4.60800081e-002, 1.04679298e+001, 1.96733862e-001
1.09999999e-001, 1.98191151e-001, 0.00000000e+000, 5.50414696e-002, 4.25130688e-002, 4.48150709e-002, 1.03092976e+001, 1.98191151e-001
1.09999999e-001, 1.99648440e-001, 0.00000000e+000, 5.40946163e-002, 4.18619961e-002, 4.35698852e-002, 1.01587400e+001, 1.99648440e-001
